file,raw_date,date,doc_type,context
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"2019.29  Also o n July 24, 2019, Forensic Psychologist 2  completed a Post Suicide Watch Report.  According to"
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"that following  her clinical visit with Epstein on July 24, 2019, she was cautious with Epstein’s case and his"
23-085.txt,"July 25, 2019",2019-07-25,unknown,"The Chief Psychologist told the FBI and the OIG that she met with Epstein on July 25, 2019 , and he was in"
GOVPUB-J37-PURL-gpo214716.txt,"July 25, 2019",2019-07-25,unknown,"The Chief Psychologist told the FBI and the OIG that she met with Epstein on July 25, 2019 , and he was in"
23-085.txt,"July 28, 2019",2019-07-28,unknown,"BOP re cords further reflect that, d uring his clinical visit on July 28, 2019, Epstein told the Staff Psychologist"
GOVPUB-J37-PURL-gpo214716.txt,"July 28, 2019",2019-07-28,unknown,"BOP re cords further reflect that, d uring his clinical visit on July 28, 2019, Epstein told the Staff Psychologist"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"of MCC New York’s Digital Video Recorder system that occurred on July 29, 2019.  While the prison’s cameras"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019  Psychology Department staff determine that Epstein can be released"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"19  The investigation revealed that Epstein was originally scheduled to return to the SHU on July 29, 2019, but at his"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"SHU on July 29, 2019."
23-085.txt,"July 29, 2019",2019-07-29,unknown,"recordings were  available on the DVR 2 system after July 29, 2019."
23-085.txt,"July 29, 2019",2019-07-29,unknown,"occu rred the previous day  (July 29, 2019) .  The investigation revealed that Epstein was originally scheduled to return to"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"the SHU on July 29, 2019, but, at his request, he remained on psychological observation until July 30, 2019."
23-085.txt,"July 29, 2019",2019-07-29,unknown,"on July 30, 2019; however, SENTRY inaccurately reflects that Epstein was transferred back to the SHU on July 29, 2019."
23-085.txt,"July 29, 2019",2019-07-29,unknown,"On July 29, 2019, according to BOP records, Epstein reported to the Chief Psychologist that his memory of"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"New  York’s DVR 2 system on July 29, 2019, which resulted in the system being unable to record.  According"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"drive issue, which the FBI later determined had occurred on July 29, 2019.  Among the cameras whose video"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"been available after July 29, 2019."
23-085.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019.  The Company  1 Technician could not recall working with the Electronics Technician on any"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"DVR issues prior to August 8, 2019, but he said that if the entire DVR 2 server went down on July 29, 2019, no video would have been able to have been retrieved from that point forward from any of the cameras"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019 , a disk failure in MCC New York’s  DVR 2 system caused approximately half of the institution’s"
23-085.txt,"July 29, 2019",2019-07-29,unknown,"to ensure that the system was functional.  As a result, when on July 29, 2019, video from approximately half"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"of MCC New York’s Digital Video Recorder system that occurred on July 29, 2019.  While the prison’s cameras"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019  Psychology Department staff determine that Epstein can be released"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"19  The investigation revealed that Epstein was originally scheduled to return to the SHU on July 29, 2019, but at his"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"SHU on July 29, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"recordings were  available on the DVR 2 system after July 29, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"occu rred the previous day  (July 29, 2019) .  The investigation revealed that Epstein was originally scheduled to return to"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"the SHU on July 29, 2019, but, at his request, he remained on psychological observation until July 30, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"on July 30, 2019; however, SENTRY inaccurately reflects that Epstein was transferred back to the SHU on July 29, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"On July 29, 2019, according to BOP records, Epstein reported to the Chief Psychologist that his memory of"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"New  York’s DVR 2 system on July 29, 2019, which resulted in the system being unable to record.  According"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"drive issue, which the FBI later determined had occurred on July 29, 2019.  Among the cameras whose video"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"been available after July 29, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019.  The Company  1 Technician could not recall working with the Electronics Technician on any"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"DVR issues prior to August 8, 2019, but he said that if the entire DVR 2 server went down on July 29, 2019, no video would have been able to have been retrieved from that point forward from any of the cameras"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"July 29, 2019 , a disk failure in MCC New York’s  DVR 2 system caused approximately half of the institution’s"
GOVPUB-J37-PURL-gpo214716.txt,"July 29, 2019",2019-07-29,unknown,"to ensure that the system was functional.  As a result, when on July 29, 2019, video from approximately half"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"request he remained on psychological observation until July 30, 2019.  The BOP’s SENTRY database , which is a BOP"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"July 30, 2019  Epstein is transferred back to the SHU.20"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"until July 30, 2019.24"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"evaluated on July 30, 2019, in connection with disciplinary proceedings, Epstein said he did not remember"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"on July 30, 2019. 25  Neither of Epstein’s cellmates at MCC New York were alleged to be se x offenders."
23-085.txt,"July 30, 2019",2019-07-30,unknown,"MCC New York staff, on July 30, 2019, at 12:30 p.m., the Staff Psychologist sent a n email to over 70 MCC"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"As a result of Epstein’s cellmate  requirement , on July 30, 2019, following his release from psychological"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"the SHU on July 29, 2019, but, at his request, he remained on psychological observation until July 30, 2019."
23-085.txt,"July 30, 2019",2019-07-30,unknown,"on July 30, 2019; however, SENTRY inaccurately reflects that Epstein was transferred back to the SHU on July 29, 2019."
23-085.txt,"July 30, 2019",2019-07-30,unknown,"On July 30, 2019, according to BOP records, Epstein reported to the Staff Psychologist  that he had  not slep t"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"Also on July 30, 2019, the Staff Psychologist completed an evaluation of competency related to Epstein being"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"Psychology Department  on July 30, 2019 , that informed MCC New York staff that Epstein needed to have an"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"On July 30, 2019, the MCC New York Psychology Department sent an email to over 70 BOP staff members"
23-085.txt,"July 30, 2019",2019-07-30,unknown,"watch and psychological observation; she was a recipient of the Psychology Department’s July 30, 2019"
23-085.txt,"July  30, 2019",2019-07-30,unknown,"psychological observation on July 24 through July  30, 2019, Epstein was also allowed to visit with his"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"request he remained on psychological observation until July 30, 2019.  The BOP’s SENTRY database , which is a BOP"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"July 30, 2019  Epstein is transferred back to the SHU.20"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"until July 30, 2019.24"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"evaluated on July 30, 2019, in connection with disciplinary proceedings, Epstein said he did not remember"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"on July 30, 2019. 25  Neither of Epstein’s cellmates at MCC New York were alleged to be se x offenders."
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"MCC New York staff, on July 30, 2019, at 12:30 p.m., the Staff Psychologist sent a n email to over 70 MCC"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"As a result of Epstein’s cellmate  requirement , on July 30, 2019, following his release from psychological"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"the SHU on July 29, 2019, but, at his request, he remained on psychological observation until July 30, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"on July 30, 2019; however, SENTRY inaccurately reflects that Epstein was transferred back to the SHU on July 29, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"On July 30, 2019, according to BOP records, Epstein reported to the Staff Psychologist  that he had  not slep t"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"Also on July 30, 2019, the Staff Psychologist completed an evaluation of competency related to Epstein being"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"Psychology Department  on July 30, 2019 , that informed MCC New York staff that Epstein needed to have an"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"On July 30, 2019, the MCC New York Psychology Department sent an email to over 70 BOP staff members"
GOVPUB-J37-PURL-gpo214716.txt,"July 30, 2019",2019-07-30,unknown,"watch and psychological observation; she was a recipient of the Psychology Department’s July 30, 2019"
GOVPUB-J37-PURL-gpo214716.txt,"July  30, 2019",2019-07-30,unknown,"psychological observation on July 24 through July  30, 2019, Epstein was also allowed to visit with his"
23-085.txt,"July 31, 2019",2019-07-31,unknown,"July 31, 2019  According to court records, Epstein appear s in court for a status"
23-085.txt,"July 31, 2019",2019-07-31,unknown,"On July 31, 2019, according to BOP records, Forensic Psychologist 3  conduct ed a clinical visit with Epstein"
23-085.txt,"July 31, 2019",2019-07-31,unknown,"Schedule Report for July 31, 2019 , as well as the USMS Prisoner Custody Alert Notice that had annotated in"
GOVPUB-J37-PURL-gpo214716.txt,"July 31, 2019",2019-07-31,unknown,"July 31, 2019  According to court records, Epstein appear s in court for a status"
GOVPUB-J37-PURL-gpo214716.txt,"July 31, 2019",2019-07-31,unknown,"On July 31, 2019, according to BOP records, Forensic Psychologist 3  conduct ed a clinical visit with Epstein"
GOVPUB-J37-PURL-gpo214716.txt,"July 31, 2019",2019-07-31,unknown,"Schedule Report for July 31, 2019 , as well as the USMS Prisoner Custody Alert Notice that had annotated in"
23-085.txt,"August 1, 2019",2019-08-01,unknown,"August 1, 2019  MCC New York Receiving and Discharge staff notify  the Psychology"
23-085.txt,"August 1, 2019",2019-08-01,unknown,"On August 1, 2019,  according to BOP records,  BOP Receiving and Discharge staff , who are responsible for"
GOVPUB-J37-PURL-gpo214716.txt,"August 1, 2019",2019-08-01,unknown,"August 1, 2019  MCC New York Receiving and Discharge staff notify  the Psychology"
GOVPUB-J37-PURL-gpo214716.txt,"August 1, 2019",2019-08-01,unknown,"On August 1, 2019,  according to BOP records,  BOP Receiving and Discharge staff , who are responsible for"
23-085.txt,"August 2, 2019",2019-08-02,unknown,"August 2, 2019  MCC New York Specia l Investigative Services complete its investigation"
23-085.txt,"August 2, 2019",2019-08-02,unknown,"how he obtained the marks around his neck.   On August 2, 2019, the SIS investigation into the July 23, 2019 ,"
GOVPUB-J37-PURL-gpo214716.txt,"August 2, 2019",2019-08-02,unknown,"August 2, 2019  MCC New York Specia l Investigative Services complete its investigation"
GOVPUB-J37-PURL-gpo214716.txt,"August 2, 2019",2019-08-02,unknown,"how he obtained the marks around his neck.   On August 2, 2019, the SIS investigation into the July 23, 2019 ,"
2025.08.25-Subpoena-and-Schedule-to-Epstein-Estate.txt,"August 8, 2019",2019-08-08,subpoena,"The last will and testament of Mr. J effrey Epstein immediately preceding August 8, 2019."
23-085.txt,"August 8, 2019",2019-08-08,unknown,"personnel discovered  this failure on August 8, 2019, but"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019  Epstein is seen by  the Psychology Department  and denie s suicidal"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"On August 8, 2019, the Chief Psychologist  conducted a clinical follow -up session with Epstein.  According to"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"and Testament on August 8, 2019.  At least one media organization published a copy of the notarized"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"document showing that it was signed by Epstein and two of his attorneys  and notarized  on August 8, 2019."
23-085.txt,"August 8, 2019",2019-08-08,unknown,"Inspector General ( OIG) confirmed via court records that the August 8, 2019 will and other probate -related"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"was an affidavit from another attorney who stated that she received the August 8, 2019  will from Epstein."
23-085.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019 .  The OIG’s investigation and review revealed th at MCC New York personnel were unaware"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019, the U .S. Marshals Service (USMS) sent an email to MCC New York personnel assigned to"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"USMS emails sent on August 8, 2019, to coordinate Inmate 3’s tran sfer out MCC New York , and since"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"The SHU  Lieutenant told the OIG that he worked at MCC New York on August 8, 2019, from approximately"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"to BOP  records and OIG interviews, the BOP did not learn about the failure until August 8, 2019, when the"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"unaware that cameras were not recording to DVR 2 between July 29 and August 8, 2019.  Neither the"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"DVR issues prior to August 8, 2019, but he said that if the entire DVR 2 server went down on July 29, 2019, no video would have been able to have been retrieved from that point forward from any of the cameras"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"U.S. Marshals Service (USMS) on August 8, 2019, notifying them that Inmate 3 was scheduled to be"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"2019 email regarding the need for Epstein to have an appropriate cellmate or the USMS August 8, 2019 email notifying"
23-085.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019.  MCC New York personnel determined that the DVR 2 system needed to be  rebuilt to restore"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"personnel discovered  this failure on August 8, 2019, but"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019  Epstein is seen by  the Psychology Department  and denie s suicidal"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"On August 8, 2019, the Chief Psychologist  conducted a clinical follow -up session with Epstein.  According to"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"and Testament on August 8, 2019.  At least one media organization published a copy of the notarized"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"document showing that it was signed by Epstein and two of his attorneys  and notarized  on August 8, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"Inspector General ( OIG) confirmed via court records that the August 8, 2019 will and other probate -related"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"was an affidavit from another attorney who stated that she received the August 8, 2019  will from Epstein."
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019 .  The OIG’s investigation and review revealed th at MCC New York personnel were unaware"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019, the U .S. Marshals Service (USMS) sent an email to MCC New York personnel assigned to"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"USMS emails sent on August 8, 2019, to coordinate Inmate 3’s tran sfer out MCC New York , and since"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"The SHU  Lieutenant told the OIG that he worked at MCC New York on August 8, 2019, from approximately"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"to BOP  records and OIG interviews, the BOP did not learn about the failure until August 8, 2019, when the"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"unaware that cameras were not recording to DVR 2 between July 29 and August 8, 2019.  Neither the"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"DVR issues prior to August 8, 2019, but he said that if the entire DVR 2 server went down on July 29, 2019, no video would have been able to have been retrieved from that point forward from any of the cameras"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"U.S. Marshals Service (USMS) on August 8, 2019, notifying them that Inmate 3 was scheduled to be"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"2019 email regarding the need for Epstein to have an appropriate cellmate or the USMS August 8, 2019 email notifying"
GOVPUB-J37-PURL-gpo214716.txt,"August 8, 2019",2019-08-08,unknown,"August 8, 2019.  MCC New York personnel determined that the DVR 2 system needed to be  rebuilt to restore"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"failure to assign Epstein a new cellmate on August 9, 2019 , after Epstein’s cellmate was transferred out of"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"SHU did not conduct any counts of inmates within the SHU from August 9, 2019, at approximately 4 p.m.,"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"10:40 p.m. on August 9, 2019 .  Again , however,  SHU staff  on duty during that period had falsely certified  in"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"4  Noel work ed her regu lar shift in the SHU from  4 p.m. to 12 a.m. on August 9, 2019, followed by an overtime shift in the"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"alleged that  on August 9, 2019, Noel failed to conduct the mandatory 4 p.m. and 10 p.m. counts of inmates"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"approximately 10: 40 p.m. on August 9, 2019, until approximately 6:30 a.m. on August 10, 2019, when"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019  At approximately 8: 30 a.m. , Epstein’s cellmate (Inmate 3) is transferred"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"was the Acting  Evening Watch  Activities Lieutenant on August 9, 2019, told the Office of the  Inspector"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Additionally, the Day Watch SHU Officer in Charge on August 9, 2019, said he and all other SHU staff were"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Forensic Psychologist  1 told the OIG that on August 9, 2019, she was present during a meeting in which one"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"On August 9, 2019, the U .S. Court of Appeals for the Second Circuit ordered the unsealing of the summary"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"New York to GEO  (Queens Detention Facility)  on August 9, 2019.  Th is attachment also includes  the acronym"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"New  York  on August 9, 2019.  Notwithstanding this email, as detailed below,  several of the email recipients"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Forensic Psycholog ist 1 told the OIG that on August 9, 2019, she was present during a meeting in which one"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"the previous day (August 9, 2019) , two of Epstein’s attorneys separately contacted him.  One of the attorneys"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"According to MCC New York reports, including the Daily Log and the Lieutenant’s Log, on August 9, 2019 , at"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"New York  on or before the morning of August 9, 2019.  The Supervisory Correctional Systems Specialist  told"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"handled inmate movement in and out of MCC New York  on August 9, 2019.  The Correctional Systems"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Officer confirmed that the  Daily Log  reflected  that Inmate 3 was “pre-remove d” on August 9, 2019, at"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Systems Officer told the OIG that the call out list from  August 9, 2019 , was no longer available because the"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Discharge personnel would have printed copies of the call out list for August 9, 2019 , which t he MCC"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019, would have listed “WAB ” next to Inmate 3’s name, which meant that he  was departing fro m"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Correctional Officer (CO)  1 told the OIG that on the morning of August 9, 2019, he and Day Watch SHU"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"6 a.m. until approximately 2 p.m., and that he was off on August 9, 2019.  The SHU Lieutenant , whose shift"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"OIG that on August 9, 2019, they had oversight of the SHU  from approximately 6 a.m. until 2 p.m . due to"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"According to the MCC New York Staff Roster , on August 9, 2019 , SHU Officer #1 was listed as Senior Officer"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"SHU Officer in Charge , between July 30 and August 9, 2019, he told all other MCC  New York  staff members"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"to the Warden stating, “On Friday August 9, 2019 at approximately 1:50 p.m., I S/O/S [the Day Watch SHU"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The Warden told the OIG that he was off duty on August 9, 2019.  The Warden said that in the event Epstein"
23-085.txt,"August  9, 2019",2019-08-09,unknown,"August  9, 2019, from 6:58 p.m. to 7:19 p.m.  No other BOP records exist regarding the unmonitored call,"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"to the SHU from the attorney conference room on August 9, 2019, a Unit Manager said to the Evening Watch"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"from the SHU on August 9, 2019, because he wanted to accommodate Epstein’s request for a telephone call"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"New York  during an attorney proffer that Individual 1  spoke with Epstein on August 9, 2019, at about 7 p.m.,"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019, until Epstein was discovered  hanged  in his cell at approximately 6:3 0 a.m. on August 10,"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019, which was signed by the Evening Watch SHU  Officer in Charge  and CO Noel.  Based on his"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"visitor in the MCC New York SHU visiting room.  The Lieutenant ’s Log from August 9, 2019 , reflected that"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"New York master count sheet for the 10 p.m. count on August 9, 2019, all units had verbally reported their"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Senior Officer Specialist 6 told the OIG that on August 9, 2019, he worked in the Control Center from"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Discharge dry cell the previous day (August 9, 2019).  The Morning Watch Operations Lieutenant  said that"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"When asked which rounds she conducted on August 9, 2019, Noel responded, “That’s hard for me to tell because  I didn’t"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019, a little before 12 a.m., and said that no additional count was conducted after that t ime."
23-085.txt,"August 9, 2019",2019-08-09,unknown,"entering Epstein’s cell after Epstein returned from his legal visit on August 9, 2019 ; did not hear noise that"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"to Epstein’s cell on the evening of August 9, 2019 , Inmate 7 did not rec all seeing anyone going  in or out of"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"that only one cell search was entered into TRUSCOPE on August 9, 2019, because cell searches were tedious"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"revealed, however, that on August 9, 2019, the SHU"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"left the SHU on August 9, 2019, there was an orange cloth twisted around the ladder, strings on the side of"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"According to the Electronics Technician, after he reported to work on August 9, 2019, and attended to other"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG’s investigation and review revealed that on August 9, 2019, MCC New York staff assigned to the SHU failed to notify their superiors that Epstein’s cellmate, Inmate 3, had been transferred out of MCC New York"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019. 64  Receiving and Discharge is the area of MCC New York that is  responsible for processing inmates who enter or leave"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG investigation concluded that on August 9, 2019, the Day Watch S HU Officer in Charge, the Evening"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"and ultimately may have impeded SHU officers’ ability to house Epstein with a cellmate on August 9, 2019."
23-085.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019, told the OIG that she was not aware of Epstein’s cellmate requirement.  The OIG credited her account"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"SHU to Receiving and Discharge at approximately 3:15 p.m. on August 9, 2019; however, this inmate transfer was not documented until approximately 12:35 a.m. on August 10, 2019.  Based on this internal transfer,"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"had completed the mandatory rounds and inmate counts on the evening of August 9, 2019,  and morning of"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG’s investigation and review revealed that on August 9, 2019, MCC New York supervisory staff requested that a staff member fill an overtime position within the SHU, which resulted in that staff member"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG’s investigation and review determined that on August 9, 2019, MCC New York staff cleared the"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"Operations Lieutenant told the OIG that on August 9, 2019, he did not supervise the 4 p.m. count or conduct any rounds in the SHU.  He acknowledged that he signed some of the  pages of the 4 p.m. count, but he did"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"10 p.m. on August 9, 2019)  in an acting capacity .  The Evening Watch Operations Lieutenant and the Acting Evening"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG’s investigation determined that on August 9, 2019, Epstein asked to call his mother.  The Unit"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"The OIG found that on August 9, 2019, the Day Watch SHU Officer in Charge either failed to conduct the"
23-085.txt,"August 9, 2019",2019-08-09,unknown,"on August 9, 2019, which was certainly a contributory cause to the lack of adequate means of accounting for"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"failure to assign Epstein a new cellmate on August 9, 2019 , after Epstein’s cellmate was transferred out of"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"SHU did not conduct any counts of inmates within the SHU from August 9, 2019, at approximately 4 p.m.,"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"10:40 p.m. on August 9, 2019 .  Again , however,  SHU staff  on duty during that period had falsely certified  in"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"4  Noel work ed her regu lar shift in the SHU from  4 p.m. to 12 a.m. on August 9, 2019, followed by an overtime shift in the"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"alleged that  on August 9, 2019, Noel failed to conduct the mandatory 4 p.m. and 10 p.m. counts of inmates"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"approximately 10: 40 p.m. on August 9, 2019, until approximately 6:30 a.m. on August 10, 2019, when"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"August 9, 2019  At approximately 8: 30 a.m. , Epstein’s cellmate (Inmate 3) is transferred"
GOVPUB-J37-PURL-gpo214716.txt,"August 9, 2019",2019-08-09,unknown,"was the Acting  Evening Watch  Activities Lieutenant on August 9, 2019, told the Office of the  Inspector"
